titulo;url;letra;views;composicao;extracted_at
Encontrar-te;https://www.letras.mus.br/djavan/encontrar-te/;Qualquer lugarEm que eu váEncontrar-teCom o desejoÀ flor da pelePor fimDestacaria o teu agirE o modo de sentirComo sendo vitaisPra mimNão é possívelDescreverComo me encantasMais que o outonoFaz com os valesDe abrilTu tens a naturezaAos pésPor isso é que tu ésEstrela, mesmoEm céu de anilHá paixão nos aresMas só no amorSe vai longeSeja eu de mais ninguémNão é porque queresQue é só teuO meu pensamentoSei que tenhoA ti tambémO espetáculo em teu olharFez escândaloA boca é fartaEntre beijar e dizerNão faço nada sem te ouvirE há muito decidiAmar-te enquantoEu viver;41.783;Djavan;2025-09-07 12:33:45
Enguiçado;https://www.letras.mus.br/djavan/enguicado/;Tanto nego erradoEnguiçadoDado a viverCom a coisa erradaInclinado a tudo cederSe bem combinadoEm qualquer lado pode estarPouco importa o malQue se vai causarAté treinamentoPra sair de situaçãoSob juramentoSe diz simQuando é pra ser nãoVive dando o boteEm escala abismalUm a mais, outro maisOu cem é normalSe hoje está aliÉ porque aqui não dáMais nenhumDeixou de render algumQuando vai deixarDe se interessarPor coisa ruimSe antes não era assimMuita falsidadePouca glória, nenhum elãUma pobre históriaQue foi grandeE hoje é anãSeu comportamentoDesastroso me quebrou:Disse: Vou ali, venho jáSe encantou por láNunca mais voltou;2.948;Djavan;2025-09-07 12:33:45
Entre Outras Mil;https://www.letras.mus.br/djavan/entre-outras-mil/;O passarinho deixou o ninho cheio de esperançaHoje vaga na lembrançaO encanto se quebrouFicou assim, não mais voou e nem mais nadaCom a asa machucadaE o coração sem amorEis-me aquiE, de novo, sempre a correr igual ao povoEm busca de alguém que me queira bemSendo como eu souQue seja alguém com perfilPeculiar, entre outras milQuiçá até me venha a chamar de seuE eu poder dizer que o mundo é meuO passarinho deixou o ninho cheio de esperançaHoje vaga na lembrançaO encanto se quebrouFicou assim, não mais voou e nem mais nadaCom a asa machucadaE o coração sem amorEis-me aquiE, de novo, sempre a correr igual ao povoEm busca de alguém que me queira bemSendo como eu souQue seja alguém com perfilPeculiar, entre outras milQuiçá até me venha a chamar de seuE eu poder dizer que o mundo é meuE eu poder dizer que o mundo é meu;3.639;Djavan;2025-09-07 12:33:45
Esfinge;https://www.letras.mus.br/djavan/45520/;O marVazou de uma paixãoAtravessouMeus olhosEncheu a minha mãoCaiu no chãoEm doces gotasDe amorEvaporou na noiteNublou o céuDe estrelasE derramou manhãSe o amorSabe de tudo fazerPode ter um jeitoDe acasalarO canto do marCom minha vozDe cantorE fazer do meu cantoUm brado tão fundoQue sóUm grande amor atingePra amolecer o mundoE seu coraçãoDe esfingeE seu coraçãoDe esfingeE seu coraçãoDe esfinge;43.688;Djavan;2025-09-07 12:33:46
Esplendor;https://www.letras.mus.br/djavan/esplendor/;No hay otro romanceMi luz que de alcanceA tal esplendorSerás la primeraY única banderaDe un gran amorMas cuando estás lejosTiemblan los espejosNo encuentro mi vozSólo sé de míDesde tu mirarLo que no nazca en tiNo me alcanzaráDonde sea que estésSiempre encontraréRemanso de pazSer de quien nos quiere, es tenerTendrás sólo el amor que desSoy quien soy por amarteNo hay otro romanceMi luz que de alcanceA tal esplendorSerás la primeraY única banderaDe un gran amorMas cuando estás lejosTiemblan los espejosNo encuentro mi vozSólo sé de míDesde tu mirarLo que no nazca en tiNo me alcanzaráDonde sea que estésSiempre encontraréRemanso de pazSer de quien nos quiere, es tenerTendrás sólo el amor que desSoy quien soy por amarteSer de quien nos quiere, es tenerTendrás sólo el amor que desSoy quien soy por amarte, por amarteSoy quien soy por amarte;3.172;Sabe de quem é a composição? Envie pra gente.;2025-09-07 12:33:46
Esquinas;https://www.letras.mus.br/djavan/45521/;Só eu seiAs esquinas por que passeiSó eu sei só eu seiSabe lá o que é não ter e ter que ter pra darSabe láSabe láE quem seráNos arredores do amorQue vai saber repararQue o dia nasceuSó eu seiOs desertos que atravesseiSó eu seiSó eu seiSabe láO que é morrer de sede em frente ao marSabe láSabe láE quem seráNa correnteza do amor que vai saber se guiarA nave em breve ao vento vaga de leve e trazToda a paz que um dia o desejo levouSó eu seiAs esquinas por que passeiSó eu seiSó eu seiE quem seráNa correnteza do amor;222.724;Djavan;2025-09-07 12:33:46
Estátua de Sal;https://www.letras.mus.br/djavan/98349/;Que você não me faça jusA gente até relevaMas você bem que tem um plusIsso ninguém pode negarE são tantos momentos bonsApesar dos senõesVocê sabe a hora certaDe trocar a peleDa vilãPor alguém de mente abertaDe quem quase sempreSou fãVocê tem uma coisa boaQue às vezesSoa estranhoE um esplendorEncontrado em cada nota do soul, soulOu no mar quando o Sol ascenderDeusa do amor ouEstátua de salQual será vocêQue vai dizer quem souPra que eu não váErrar e me perder?;8.380;Djavan;2025-09-07 12:33:46
Estória de Cantador;https://www.letras.mus.br/djavan/45522/;Me apareceu tal rainha qual estrela pelo chãoNo decote a sianinha e a fileira de botãoElogiei seu vestido pra dizer que era nobreFeito um rei oferecido eu estou às suas ordensAs ordens foram servidas com muito amor e paixãoDe mil juras prometidas surge um único varãoNa festa de Deus-menino após dois anos de corteLevou um menino à lida quase me levou à morteO que sobrou de nós dois não dá nem pra repartirO pior veio depois quando pude conferirPelos traços desse filho dá pra ler a minha históriaUm sofrer que vem de longeAcobertado de glória;32.136;Djavan;2025-09-07 12:33:46
Estrada de Canindé;https://www.letras.mus.br/djavan/1577661/;"Ai, ai, que bomQue bom, que bom que éUma estrada e uma caboclaCom a gente andando a péAi, ai, que bomQue bom, que bom que éUma estrada e a lua brancaNo sertão de CanindéAutomóvel lá nem se sabeSe é ""home"" ou se é ""muié""Quem é rico anda em burricoQuem é pobre, anda a péMas o pobre vê na estradaO ""orvaio"" beijando a ""flô""Vê de perto o galo campinaQue quando canta, muda de corVai ""moiando"" os pés no riachoQue água fresca, nosso SenhorVai ""oiando"" coisa a ""grané""Coisas que, pra ""mode"" verO cristão tem que andar a pé";4.828;Humberto Teixeira / Luiz Gonzaga;2025-09-07 12:33:46
Eu Te Amo;https://www.letras.mus.br/djavan/571706/;Ah, se já perdemos a noção da horaSe juntos já jogamos tudo foraMe conta agora como hei de partir?Ah, se ao te conhecer dei pra sonhar, fiz tantos desvariosRompi com o mundo, queimei meus naviosMe diz pra onde é que inda posso ir?Se nós, nas travessuras das noites eternasJá confundimos tanto as nossas pernasDiz com que pernas eu devo seguirSe entornaste a nossa sorte pelo chãoSe na bagunça do teu coraçãoMeu sangue errou de veia e se perdeuComo, se na desordem do armário embutidoMeu paletó enlaça o teu vestidoE o meu sapato inda pisa no teuComo, se nos amamos feito dois pagãosTeus seios inda estão nas minhas mãosMe explica com que cara eu vou sair?Não, acho que estás te fazendo de tontaTe dei meus olhos pra tomares contaAgora conta como hei de partir;103.760;Antonio Carlos Jobim / Chico Buarque;2025-09-07 12:33:46
Eu Te Devoro;https://www.letras.mus.br/djavan/45523/;Teus sinais me confundem da cabeça aos pésMas por dentro eu te devoroTeu olhar não me diz exato quem tu ésMesmo assim eu te devoroTe devoraria a qualquer preçoPorque te ignoro, ou te conheçoQuando chove, ou quando faz frioNoutro plano, te devoraria tal CaetanoÀ Leonardo DiCaprioÉ um milagreTudo que Deus criou pensando em vocêFez a Via Láctea, fez os dinossaurosSem pensar em nada, fez a minha vidaE te deuSem contar os dias que me faz morrerSem saber de ti, jogado à solidãoMas se quer saber se eu quero outra vidaNão, não!Teus sinais me confundem da cabeça aos pésMas por dentro eu te devoroTeu olhar não me diz exato quem tu ésMesmo assim eu te devoroTe devoraria a qualquer preçoPorque te ignoro, ou te conheçoQuando chove, ou quando faz frioNoutro plano, te devoraria tal CaetanoÀ Leonardo DiCaprioÉ um milagreTudo que Deus criou pensando em vocêFez a Via Láctea, fez os dinossaurosSem pensar em nada, fez a minha vidaE te deuSem contar os dias que me faz morrerSem saber de ti, jogado à solidãoMas se quer saber se eu quero outra vidaNão, não!Eu quero mesmo é viver pra esperar, esperarDevorar vocêEu quero mesmo é viver pra esperar, esperarDevorar vocêViver, viver pra esperar vocêQuero viver pra esperar vocêQuero esperar você;3.970.348;Djavan;2025-09-07 12:33:46
Êxtase;https://www.letras.mus.br/djavan/85867/;Eu devia ter sentido o teu rancorMas tava doido num jogo de vasco-ô-ô-ô!Eu fiquei cego na estrada de damascoE armei num botequim, virei a mesaTava em êxtase que nem santa teresaEu devia ter partido a tua caraMas eu era um são sebastião flechadoMais um seu zé mané, ungido e mal pagoEscada pro céu na rua da passagemAura marginal do morto na garagemBarrabás, querubim, pinelEu, xará, um bárbaro arataca saqueando RomaEu, xará, um bêbado babaca em estado de comaEu, xará, o cordeiro de Deus, o bode expiatórioA testemunha ocular que não tem nada a verO condenado que não tem nada a perderO mordomo na chanchada de suspenseO presunto na baixada fluminense;32.302;Aldir Blanc / Djavan;2025-09-07 12:33:46
Faltando Um Pedaço;https://www.letras.mus.br/djavan/45524/;O amor é um grande laçoUm passo pr'uma armadilhaUm lobo correndo em círculoPra alimentar a matilhaComparo sua chegadaCom a fuga de uma ilhaTanto engorda, quanto mataFeito desgosto de filhaDe filhaO amor é como um raioGalopando em desafiosAbre fendas, cobre valesRevolta as águas dos riosQuem tentar seguir seu rastroSe perderá no caminhoNa pureza de um limãoOu na solidão do espinhoO amor e a agoniaCerraram fogo no espaçoBrigando horas a fioO cio vence o cansaçoE o coração de quem amaFica faltando um pedaçoQue nem a Lua minguandoQue nem o meu nos seus braços;477.024;Djavan;2025-09-07 12:33:46
Farinha;https://www.letras.mus.br/djavan/45525/;A farinha é feita de uma plantaDa família das euforbiáceas, euforbiáceasDe nome manihot utlíssimaQue um tio meu apelidou de macaxeiraE foi aí que todo mundo achou melhorA farinha tá no sangue do nordestinoEu já sei desde menino o que ela pode darE tem da grossa, tem da fina, se não tem da quebradinhaVou na vizinha pegar pra fazer pirão ou mingauFarinha com feijão é animalO cabra que não tem eira nem beiraLá no fundo do quintal tem um pé de macaxeiraA macaxeira é popularÉ macaxeira pr'ali, macaxeira pra cáE em tudo que é farinhada a macaxeira táVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de AlagoasVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de AlagoasUi, uiVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de AlagoasVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de AlagoasA farinha é feita de uma plantaDa família das euforbiáceas, euforbiáceasDe nome manihot utlíssimaQue um tio meu apelidou de macaxeiraE foi aí que todo mundo achou melhorA farinha tá no sangue do nordestinoEu já sei desde menino o que ela pode darE tem da grossa, tem da fina, se não tem da quebradinhaVou na vizinha pegar pra fazer pirão ou mingauFarinha com feijão é animalO cabra que não tem eira nem beiraLá no fundo do quintal tem um pé de macaxeiraA macaxeira é popularÉ macaxeira pr'ali, macaxeira pra cáE em tudo que é farinhada a macaxeira táVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de AlagoasVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de Alagoas, uiVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de AlagoasVocê não sabe o que é farinha boaFarinha é a que a mãe me manda lá de Alagoas;79.263;Djavan;2025-09-07 12:33:47
Fato Consumado;https://www.letras.mus.br/djavan/45526/;Eu quero verVocê mandar na razãoPrá mim não éQualquer notíciaQue abala o coração...(4x)Se toda hora é horaDe dar decisãoEu falo agoraNo fundo eu julgo o mundoUm fato consumadoE vou-me emboraNão quero maisDe mais a maisMe aprofundarNessa históriaArreio os meus anseiosPerco o veioE vivo de memória...Eu quero é viver em pazPor favor me beija a bocaQue louca, que louca!...(2x)Se toda hora é horaDe dar decisãoEu falo agoraNo fundo eu julgo o mundoUm fato consumadoE vou-me emboraNão quero maisDe mais a maisMe aprofundarNessa históriaArreio os meus anseiosPerco o veioE vivo de memória...Eu quero é viver em pazPor favor me beija a bocaQue louca, que louca!...(4x);408.896;Djavan;2025-09-07 12:33:47
Fera;https://www.letras.mus.br/djavan/1085992/;Você é coisa demaisQue mau eu não saber lidarCom tudo isso de uma vezEu sei, mas eu vou dar tudoVou enfrentar um mundo assustadorPra conquistar o coração da feraQue me fere com amorCai o sol no marÉ um milagre eu não me afogar com a tardeSou quem arde cego de paixãoAbra a porta entãoDeixe eu pensar que por ser assim sou amadoPerdido ou desejado,Estar contigo me faz tão bemÉ amor, bemE eu nem sei se você vai me amarNinguém, só você, meu bemPode fazer meu coração sofrer.;18.866;Djavan;2025-09-07 12:33:47
Figura;https://www.letras.mus.br/djavan/85868/;A mim não importa ser a sombraquando voce é a figuraser a situação quando voce é o assuntoeu nasci pra estar ao seu ladomesmo se não estamos juntose é por isto que quando gritaspermane,o caladocomo o sol determinaretrato falado, meu pé de laranja limanós somos assim como um desenhotalvez reflexo e refletorvoce, as imagens que tenhoas que queroas que tenho amor;18.524;Djavan / Orlando Moraes;2025-09-07 12:33:47
Final Feliz (part. Jorge Vercilo);https://www.letras.mus.br/djavan/887298/;Chega de fingirEu não tenho nada a esconderAgora é pra valerHaja o que houverNão tô nem aíEu não tô nem aqui pro que dizemEu quero é ser felizE viver pra tiPode me abraçar sem medoPode encostar sua mão na minhaMeu amorDeixa o tempo se arrastar sem fimMeu amor,não há mal nenhum gostar assimOh, meu bemAcredite no final felizMeu amorMeu amor;119.950;Jorge Vercillo;2025-09-07 12:33:47
Flor de Lis;https://www.letras.mus.br/djavan/45527/;Valei-me, Deus, é o fim do nosso amorPerdoa, por favorEu sei que o erro aconteceuMas não sei o que fez tudo mudar de vezOnde foi que eu errei?Eu só sei que amei, que ameiQue amei, que ameiSerá talvez que minha ilusão foi dar meu coraçãoCom toda força pra essa moça me fazer feliz?E o destino não quis me ver como raizDe uma flor de lisE foi assim que eu vi nosso amor na poeiraPoeiraMorto na beleza fria de MariaE o meu jardim da vida ressecou, morreuDo pé que brotou Maria, nem margarida nasceuE o meu jardim da vida ressecou, morreuDo pé que brotou Maria, nem margarida nasceuValei-me, Deus, é o fim do nosso amorPerdoa, por favorEu sei que o erro aconteceuMas não sei o que fez tudo mudar de vezOnde foi que eu errei?Eu só sei que amei, que ameiQue amei, que ameiSerá talvez que minha ilusão foi dar meu coraçãoCom toda força pra essa moça me fazer feliz?E o destino não quis me ver como raizDe uma flor de lisE foi assim que eu vi nosso amor na poeiraPoeiraMorto na beleza fria de MariaE o meu jardim da vida ressecou, morreuDo pé que brotou Maria, nem margarida nasceuE o meu jardim da vida ressecou, morreuDo pé que brotou Maria, nem margarida nasceuE o meu jardim da vida ressecou, morreuDo pé que brotou Maria, nem margarida nasceuE o meu jardim da vida ressecou, morreuDo pé que brotou Maria, nem margarida nasceu;1.832.290;Djavan;2025-09-07 12:33:47
Flor do Medo;https://www.letras.mus.br/djavan/45532/;Venha me beijar de uma vezVocê pensa demaisPra decidirVenha a mim de corpo e almaLibera e deixa o que forNos unirNão vá fugir mais uma vezVença a falta de arQue a flor do medo trazTente pensarPode até ser mau e talMas pode até serQue seja demaisTudo vai mudarPosso pressentirVocê vai lembrar e rirAlguma dorQue não vai matar ninguémPode ser vista e nos rondarNão precisa se assustarIsso é clamorDe amorVenha me beijar de uma vezFeito nuvem no arSem afliçãoVenha a mim de corpo e almaLibera a paz do meu coraçãoNão vá se perder outra vezNesse mesmo lugarPor onde já passouTente pensarPode até ser sonho e talMas pode até serQue seja o amor;88.872;Djavan;2025-09-07 12:33:47
